,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price,Close Price
93,390.55,30.2,1201.3,724.6,248.0,186.2,1174.0,511.95,358.45,1840.1,243.15,186.0,469.25,365.3,246.15,579.0,915.8,471.1,2370.75,30827.25,205.6,146.75,398.8,16.55,549.85,1162.9,60.25,814.35,548.7,481.55
94,372.55,29.1,1145.3,710.75,241.7,181.85,1160.0,506.3,355.3,1806.75,242.9,176.7,465.6,362.75,242.8,570.1,907.5,458.8,2304.7,30470.2,203.1,147.35,399.75,15.95,546.2,1137.2,58.35,786.2,517.3,469.6
95,372.05,29.3,1141.3,708.65,243.15,185.05,1130.0,511.8,357.0,1842.85,240.0,167.9,462.85,359.9,241.7,582.65,894.2,461.9,2375.4,30185.2,203.15,144.9,396.25,15.95,536.55,1133.35,59.3,810.7,520.05,478.8
96,376.75,29.55,1134.8,709.0,245.75,187.7,1131.7,509.15,353.05,1838.05,245.1,176.25,471.3,359.3,249.3,586.1,924.35,464.85,2328.75,31213.3,205.95,145.5,419.05,16.4,559.75,1142.05,59.0,812.15,520.0,481.85
97,383.7,29.05,1130.9,706.8,244.15,183.3,1148.8,509.65,362.85,1867.8,247.3,185.05,478.85,356.6,252.55,578.9,929.55,479.2,2335.55,31147.3,207.5,144.0,435.4,16.45,554.2,1134.9,59.0,805.8,527.35,469.3
98,387.65,29.45,1150.5,699.9,238.95,187.1,1154.05,505.95,359.35,1862.65,253.6,194.3,486.15,357.95,247.65,581.05,924.6,480.2,2387.6,30884.6,205.8,145.6,436.15,16.35,558.85,1138.3,59.25,814.15,532.65,473.9
99,385.9,30.45,1154.9,706.55,239.7,195.05,1153.25,501.2,366.7,1866.2,256.25,204.0,480.1,356.95,251.6,585.35,919.85,478.35,2389.15,30788.7,204.15,146.15,430.9,16.2,582.45,1132.05,59.1,836.7,530.95,489.1
100,389.25,30.95,1180.5,701.8,242.3,198.85,1157.3,503.35,366.65,1923.6,257.85,214.2,489.6,354.95,257.2,585.4,910.65,480.05,2375.85,31541.15,205.45,150.0,452.7,16.5,611.1,1141.8,59.7,849.05,536.6,488.95
101,393.7,30.1,1167.4,685.05,238.1,192.9,1158.6,505.95,389.3,1941.3,260.9,224.9,481.25,361.55,251.8,585.55,908.55,479.65,2408.95,31874.15,203.4,156.85,446.05,16.25,697.05,1140.95,64.5,851.35,527.3,492.45
102,396.85,29.95,1175.95,690.55,242.25,188.65,1163.0,514.55,386.85,1950.8,262.75,236.1,482.3,360.6,246.2,590.15,906.85,490.3,2411.35,31545.15,208.45,152.3,444.6,16.4,686.5,1142.7,64.1,868.7,520.9,492.15
103,396.95,30.05,1154.2,681.45,238.15,186.2,1160.6,515.75,376.6,1923.55,256.2,224.3,489.35,367.95,264.0,586.15,890.55,486.3,2372.15,31243.25,203.55,153.15,444.4,15.75,646.4,1133.85,63.9,840.75,531.25,480.6
104,403.7,30.25,1155.35,694.85,242.5,187.7,1158.8,525.1,375.6,1953.15,259.2,213.1,491.6,368.5,267.95,589.65,898.2,483.35,2379.85,31335.95,206.05,149.55,445.95,16.2,648.9,1143.65,66.55,844.45,533.1,486.25
105,408.2,30.05,1178.6,688.9,242.2,188.85,1174.25,529.45,392.75,1953.05,256.25,207.75,488.7,371.05,268.7,592.85,906.7,484.55,2354.45,31399.25,204.95,149.95,437.5,16.1,654.6,1138.65,66.2,848.25,535.55,482.3
106,406.8,29.95,1201.95,681.1,242.35,187.95,1171.05,520.35,397.15,1886.3,266.3,199.45,498.4,367.9,275.85,606.75,898.55,494.25,2403.5,31739.95,204.9,151.8,437.95,16.05,629.8,1144.7,65.45,855.6,529.65,478.35
107,406.85,29.8,1198.35,692.85,246.0,185.1,1197.15,513.15,414.75,1867.1,265.15,197.45,512.75,373.75,280.6,632.1,893.2,504.35,2381.35,31863.5,208.6,150.85,437.35,16.05,657.85,1148.75,64.95,861.15,531.5,481.8
108,406.9,29.2,1196.3,682.1,243.55,185.2,1179.65,464.5,418.65,1868.5,263.7,207.3,513.6,378.8,277.65,611.0,889.05,502.1,2385.4,31521.35,208.7,149.55,436.5,16.05,661.3,1141.4,63.3,885.5,527.6,482.0
109,401.4,29.05,1195.55,682.0,241.3,187.2,1178.5,460.3,409.85,1845.9,261.9,211.25,508.15,379.35,279.85,607.8,891.6,497.35,2373.05,31489.1,207.25,147.45,433.25,15.95,648.5,1139.75,63.6,892.55,521.05,476.4
110,407.05,30.45,1172.2,691.7,239.75,187.05,1174.15,449.95,404.35,1833.75,264.55,204.2,511.3,378.65,276.9,592.9,898.2,502.95,2366.2,31170.8,206.05,146.0,435.15,17.25,677.9,1135.75,63.75,907.75,521.6,468.35
111,406.2,30.0,1157.8,700.15,240.5,192.5,1222.9,451.95,387.2,1826.05,274.4,203.1,509.65,376.8,279.2,595.05,895.3,502.8,2363.65,31483.3,207.3,144.85,444.25,17.4,684.3,1142.55,63.65,902.15,521.6,512.3
112,415.45,30.25,1136.65,704.8,241.2,209.7,1201.7,473.0,380.9,1726.35,280.15,198.8,509.8,375.7,274.35,592.65,918.85,507.15,2348.85,31716.4,209.0,146.15,459.35,18.45,665.55,1204.2,63.4,887.05,517.1,519.7
113,414.3,32.6,1170.75,690.35,238.6,213.15,1191.15,484.3,389.55,1746.75,271.1,202.65,536.45,385.95,278.95,611.5,907.7,486.5,2344.35,31617.55,206.8,145.6,465.3,18.45,689.25,1223.5,66.3,873.65,518.55,529.2
114,432.05,32.65,1195.2,683.7,243.5,218.0,1184.55,485.95,384.55,1819.0,273.3,197.6,527.95,399.45,279.65,625.05,912.0,476.35,2394.95,31811.75,203.1,145.8,471.1,18.05,723.65,1224.65,63.2,900.2,518.3,524.3
115,429.8,33.45,1235.4,681.15,246.9,215.2,1182.55,484.0,385.3,1804.3,267.5,198.0,536.25,401.1,277.95,626.05,911.8,479.55,2438.5,32371.05,204.55,146.0,475.7,18.2,719.95,1236.95,61.8,899.25,520.35,569.15
116,430.35,32.75,1220.05,699.6,246.0,212.95,1180.85,523.15,388.0,1800.6,266.05,194.25,541.6,401.65,282.35,627.6,905.15,479.65,2428.15,32233.4,208.75,144.0,465.2,19.2,782.2,1222.3,62.95,892.3,520.85,583.65
117,433.1,32.65,1209.1,700.75,244.65,216.7,1175.95,535.1,386.45,1806.75,266.65,194.6,539.8,399.9,280.4,626.75,895.0,474.75,2354.2,30929.8,211.9,143.9,468.05,19.05,764.95,1215.3,64.65,963.8,549.2,590.5
118,437.25,33.7,1252.35,691.4,237.15,233.5,1178.4,532.15,392.45,1810.2,267.3,193.2,542.85,404.75,281.0,636.0,897.05,473.85,2411.4,31140.4,208.75,143.2,470.95,18.85,769.35,1210.95,63.8,953.3,571.0,589.75
119,434.85,34.55,1242.6,690.45,236.45,231.9,1172.45,540.1,393.05,1836.95,261.0,194.9,533.1,410.25,288.3,640.1,904.5,480.95,2419.1,31235.1,204.85,143.4,463.85,19.0,770.65,1235.0,63.05,973.55,576.6,622.7
120,437.55,35.65,1237.3,691.2,242.85,230.0,1162.35,534.5,393.3,1822.0,256.15,204.25,524.2,415.05,293.8,654.8,902.6,486.8,2392.25,31088.35,203.05,142.7,465.95,18.4,771.05,1224.7,62.3,964.8,567.7,623.25
121,431.55,33.8,1192.2,680.85,234.3,238.4,1141.45,527.15,381.2,1802.55,248.05,205.2,521.4,419.6,296.1,607.55,887.35,484.55,2378.0,31159.85,200.95,143.2,463.5,17.5,773.75,1211.05,62.5,969.15,555.65,600.45
122,429.7,33.85,1188.25,682.35,229.7,232.9,1172.2,544.85,379.3,1775.7,252.85,196.25,520.2,412.25,296.6,622.6,879.9,493.35,2346.6,31195.3,198.15,140.2,457.25,17.4,732.55,1218.2,60.75,957.7,531.5,623.7
123,433.4,34.15,1210.9,734.15,233.15,223.95,1195.6,540.4,384.45,1753.0,253.7,206.05,522.15,394.4,298.7,614.55,874.85,493.75,2370.1,30853.3,202.3,138.0,451.1,17.8,695.15,1215.9,59.35,960.45,538.1,665.0
124,432.05,34.55,1205.2,752.2,236.0,218.9,1178.6,544.8,406.95,1745.0,252.1,205.55,512.1,395.75,296.85,609.3,872.5,494.25,2347.85,30551.65,200.85,138.9,457.1,17.7,675.4,1264.95,60.6,947.65,529.4,684.5
125,413.35,33.9,1208.9,788.1,236.25,207.35,1174.95,537.35,406.1,1728.75,249.05,198.6,500.6,396.95,293.45,602.1,859.7,507.6,2344.1,30584.1,201.5,134.45,455.45,17.75,693.05,1240.55,62.45,928.15,529.2,708.0
126,410.75,33.6,1237.65,797.2,231.55,209.45,1155.05,545.65,413.25,1754.9,249.25,195.5,493.05,394.7,294.15,602.45,846.65,497.5,2320.3,30089.55,199.5,132.2,456.05,17.85,779.9,1210.2,62.6,924.4,523.9,694.0
127,407.1,32.15,1236.85,821.25,232.0,201.4,1181.55,542.0,405.0,1713.8,249.65,185.85,504.7,397.85,288.0,593.65,852.25,492.25,2310.15,30483.35,196.0,130.45,449.2,16.35,730.9,1209.5,61.55,918.0,506.25,690.9
128,397.2,33.15,1229.45,792.9,233.25,203.15,1179.55,542.6,401.15,1764.25,250.95,183.75,499.35,388.9,295.25,592.85,850.45,510.8,2333.55,30399.1,197.65,140.45,449.45,16.95,752.7,1219.3,60.3,940.9,510.75,684.55
129,400.95,34.25,1273.4,799.4,236.3,210.15,1171.3,542.4,400.7,1787.35,256.1,186.85,504.0,393.75,294.0,608.55,856.1,516.45,2322.6,30707.45,200.95,130.65,444.75,17.0,743.1,1222.8,60.7,950.8,513.75,690.55
130,398.6,35.05,1335.2,804.65,235.55,207.6,1166.35,545.15,407.95,1805.25,252.15,196.05,504.45,396.6,289.75,604.25,855.7,507.5,2274.45,30639.7,201.25,129.95,460.35,17.2,729.8,1229.8,61.1,982.65,515.55,720.05
131,400.8,34.4,1344.9,803.55,245.7,213.75,1160.3,546.8,408.4,1809.75,247.7,202.15,511.5,392.75,293.55,616.1,850.05,507.9,2394.15,30420.55,203.3,130.95,459.95,17.25,740.7,1222.65,61.7,969.7,521.7,663.5
132,414.5,35.45,1348.35,786.6,248.15,228.1,1174.3,540.5,414.15,1773.95,249.8,197.75,507.7,389.4,298.45,619.25,867.6,519.45,2360.65,30178.2,202.6,129.0,469.05,17.0,746.45,1222.7,61.05,977.05,526.25,669.7
133,407.1,35.2,1327.15,785.0,252.8,235.95,1159.6,544.15,464.45,1763.65,257.1,203.65,505.15,388.1,293.25,617.6,857.2,513.3,2306.25,30619.95,205.2,125.1,462.9,16.95,777.85,1215.95,60.65,972.8,526.05,662.4
134,404.6,35.4,1329.2,789.6,254.1,238.4,1159.6,545.5,473.65,1790.0,256.9,199.85,511.0,389.85,295.55,615.7,862.0,512.45,2295.05,30812.35,206.6,132.0,471.05,18.65,789.4,1218.5,60.8,978.55,520.4,654.0
135,399.5,36.6,1365.7,795.7,256.8,247.3,1156.5,559.4,491.1,1773.25,261.4,204.65,508.45,393.8,315.55,614.8,860.5,550.05,2294.8,30755.7,206.35,138.75,467.45,18.9,783.45,1224.75,61.0,993.65,529.95,641.2
136,396.95,36.6,1391.8,798.75,256.8,250.15,1171.0,562.55,494.55,1766.4,261.5,207.4,507.6,393.15,313.5,611.8,864.05,545.85,2290.9,30536.55,207.35,143.0,462.5,18.15,775.55,1211.7,63.4,982.7,519.2,657.4
137,403.45,36.0,1389.85,805.5,258.8,252.7,1153.85,549.5,479.75,1756.3,257.7,212.0,507.8,401.5,314.1,607.9,866.15,548.7,2276.8,30220.25,206.55,141.15,462.15,18.45,765.35,1217.85,62.55,979.35,515.45,668.75
138,398.0,35.5,1370.1,798.95,250.7,251.8,1146.75,535.4,467.0,1727.05,258.55,221.6,503.85,402.25,316.4,600.9,867.65,539.2,2284.05,29944.05,205.05,138.6,468.4,18.35,779.15,1216.55,61.95,965.2,512.4,679.7
139,386.75,34.15,1338.95,774.2,244.25,243.8,1133.75,533.85,449.1,1711.6,256.35,211.85,496.4,399.7,311.8,598.1,843.55,529.9,2233.9,29280.95,204.85,144.85,455.8,17.6,764.7,1211.65,62.35,942.75,511.45,654.95
140,388.15,33.75,1339.5,762.35,242.95,249.8,1121.0,534.95,453.9,1675.95,251.5,201.35,496.2,400.5,309.35,596.7,858.95,552.75,2242.4,29403.7,203.8,143.6,463.15,17.25,743.35,1217.5,60.9,942.5,508.7,643.8
141,388.85,33.5,1338.2,775.9,239.6,248.4,1115.0,533.15,448.05,1707.4,251.0,202.2,500.9,395.55,305.55,596.45,869.85,539.95,2209.35,28928.8,202.55,148.35,462.15,17.2,742.45,1209.9,59.65,942.45,498.6,677.9
142,385.75,32.75,1277.65,762.2,238.25,241.95,1104.35,530.5,474.1,1671.45,247.3,204.4,490.95,393.25,307.45,596.45,859.4,539.85,2200.2,28157.8,202.45,150.0,456.05,16.8,720.9,1191.25,59.7,936.5,500.7,682.7
143,389.7,34.8,1322.25,766.8,243.2,249.45,1144.4,534.05,492.6,1676.3,252.3,209.1,499.1,392.55,316.6,593.45,867.05,556.9,2196.35,28810.5,202.0,144.75,492.55,17.15,727.9,1218.4,58.9,938.15,505.35,696.8
144,393.4,34.95,1445.8,773.1,247.9,248.85,1135.5,542.5,482.2,1702.25,251.75,230.0,514.45,392.75,320.9,603.1,858.05,546.1,2185.45,28999.95,206.4,146.1,482.5,17.65,745.0,1220.35,59.35,954.7,515.8,665.85
145,391.75,35.05,1442.55,779.95,246.75,246.05,1125.85,545.1,491.25,1707.8,252.4,237.55,514.2,396.85,322.05,603.65,857.55,545.85,2192.9,29247.9,204.8,146.85,481.2,17.65,736.9,1221.85,59.8,958.55,511.15,696.6
146,402.5,34.75,1462.55,771.4,244.5,241.2,1117.4,538.6,480.0,1699.25,251.7,234.6,498.95,403.5,333.95,591.65,850.25,564.45,2256.35,28598.65,204.35,138.7,491.9,17.1,730.85,1202.9,59.75,978.0,510.85,677.7
147,394.0,34.1,1419.8,778.5,245.55,235.6,1116.55,535.75,467.2,1671.8,249.85,233.7,506.3,405.0,326.6,578.15,846.3,564.2,2260.7,28721.25,204.55,128.0,491.8,17.05,709.65,1189.25,58.75,972.4,504.45,677.6
148,395.1,34.3,1446.7,770.95,240.75,232.25,1123.45,541.45,451.3,1685.85,245.05,228.3,513.55,406.25,322.2,590.45,844.25,565.6,2310.65,28738.7,204.15,130.5,487.1,16.85,694.95,1188.8,57.8,973.1,499.25,675.5
149,401.35,35.25,1433.25,780.55,249.6,237.95,1118.7,547.95,467.85,1729.6,250.75,266.75,523.05,408.35,336.75,576.45,842.9,566.55,2371.5,29478.7,204.8,135.15,485.65,17.2,735.7,1203.55,57.3,976.8,510.9,703.05
150,404.6,35.6,1440.25,773.6,255.1,241.0,1137.15,548.65,477.15,1756.85,252.55,280.9,526.4,416.2,334.65,591.65,850.8,575.65,2395.0,29909.4,207.6,135.65,496.0,17.2,746.2,1217.9,57.95,1020.3,515.95,693.45
151,405.8,35.4,1466.0,806.2,259.55,238.6,1137.7,553.65,476.65,1757.75,256.85,294.5,533.05,422.35,335.15,603.9,855.85,571.3,2399.5,30823.35,214.3,133.65,496.55,17.75,751.6,1219.9,58.3,1027.5,518.35,720.4
152,404.4,35.65,1466.1,833.05,260.05,238.9,1135.5,554.5,482.15,1770.4,255.15,289.25,532.05,423.25,335.65,600.65,871.5,577.45,2356.0,30174.6,215.05,136.05,499.4,18.3,744.95,1232.5,58.5,1022.65,527.2,737.6
153,402.3,36.45,1503.55,839.15,265.4,255.3,1137.9,548.95,479.0,1748.05,259.95,294.9,535.1,419.1,336.65,599.8,881.3,576.65,2351.75,30248.5,221.2,140.8,501.5,19.85,730.2,1258.8,58.5,1035.25,533.2,742.75
154,402.15,38.7,1481.05,835.15,264.85,254.1,1138.0,553.6,476.5,1782.45,260.0,292.7,535.15,202.75,336.85,601.2,877.15,599.7,2332.7,30250.75,220.3,142.55,503.1,19.55,740.55,1266.15,60.15,1030.7,530.65,758.9
155,404.55,39.3,1471.25,837.2,267.5,254.05,1150.75,555.0,473.75,1789.5,260.05,294.05,538.9,201.3,337.85,611.75,925.65,598.45,2360.3,30251.15,220.7,142.45,509.65,19.55,721.6,1269.7,60.95,1053.05,522.8,822.3
156,404.2,40.65,1482.4,835.75,268.85,248.75,1149.05,554.6,486.9,1770.95,259.8,285.25,533.4,198.25,339.2,612.65,919.55,611.1,2400.3,30190.65,219.0,150.35,508.1,19.05,724.55,1257.85,60.45,1036.65,511.65,807.4
157,398.7,40.7,1470.6,845.95,268.8,244.05,1144.4,546.85,494.35,1755.15,260.55,277.5,526.2,194.65,337.65,606.05,913.05,613.0,2430.0,29832.45,219.0,158.1,511.2,20.25,721.4,1252.75,61.85,1047.3,517.0,816.9
158,405.65,41.7,1491.45,840.2,268.25,244.65,1158.5,563.95,497.7,1756.7,273.75,277.9,517.7,193.1,339.25,608.5,901.9,612.4,2414.2,30340.85,223.35,161.95,499.65,22.45,745.55,1258.25,62.8,1057.45,515.55,831.95
159,399.65,42.6,1493.75,834.45,268.85,245.95,1143.65,565.5,489.25,1725.65,268.9,286.05,508.6,193.2,347.55,611.5,913.05,606.9,2404.15,29893.15,219.75,160.45,498.65,22.3,749.0,1260.7,62.9,1051.2,516.1,841.75
160,397.4,43.35,1472.5,829.7,267.55,243.35,1142.75,559.5,489.8,1724.65,264.25,280.6,499.8,191.75,338.85,607.8,922.3,605.05,2409.2,28670.15,221.7,157.4,494.35,21.65,739.05,1249.75,63.0,1045.8,515.35,831.4
161,407.65,44.25,1461.95,846.3,269.95,250.9,1141.9,560.45,533.45,1715.3,263.2,279.5,494.9,191.25,342.65,606.8,931.35,599.3,2339.0,28814.35,223.35,154.75,490.1,21.8,743.45,1275.3,61.6,1055.9,511.85,870.6
162,409.85,44.25,1483.35,839.75,270.9,250.15,1172.05,559.9,540.35,1754.0,265.65,279.1,491.5,191.25,349.2,616.75,972.95,599.9,2410.8,28570.75,222.1,163.25,496.7,21.05,760.5,1315.7,61.7,1097.3,509.3,865.2
163,423.8,46.4,1523.15,862.0,280.6,251.9,1185.25,563.25,567.65,1814.5,266.35,277.9,487.7,191.45,344.3,615.15,957.2,602.3,2473.4,29237.0,227.1,164.05,494.4,21.2,790.6,1314.9,61.7,1109.5,506.95,870.55
164,422.9,46.95,1512.35,864.9,283.7,249.7,1182.0,565.45,560.7,1836.85,263.55,295.5,497.2,195.0,348.55,615.05,957.55,632.65,2476.6,29197.4,225.7,163.3,497.4,22.0,797.55,1338.25,64.45,1088.7,506.8,866.05
165,421.1,46.1,1508.85,858.85,285.6,244.45,1193.05,565.3,559.6,1819.5,268.05,289.8,496.1,192.85,348.25,615.6,934.3,626.05,2457.8,28596.95,225.1,163.5,500.95,21.2,858.85,1332.75,66.65,1127.45,547.05,837.6
166,423.45,46.3,1493.65,854.45,278.05,244.65,1177.4,562.8,547.05,1802.2,262.1,287.55,494.3,191.9,352.55,619.75,925.4,623.85,2425.8,28097.5,223.4,165.6,496.1,22.3,868.2,1323.75,65.2,1114.0,533.3,843.5
167,425.5,46.1,1511.7,862.9,279.05,244.2,1188.95,558.75,550.25,1780.35,267.65,284.35,492.4,190.9,354.6,612.35,936.7,621.2,2425.35,28444.7,223.8,162.45,495.5,21.75,853.7,1323.55,63.95,1113.9,556.85,838.7
168,423.3,44.75,1502.4,857.55,278.95,241.6,1189.7,555.1,557.4,1770.1,266.95,281.6,489.9,192.35,355.05,612.1,941.9,633.75,2447.65,28649.75,224.2,148.9,501.15,21.0,841.8,1329.15,65.55,1124.5,566.65,827.25
169,420.6,44.2,1501.7,864.2,278.7,239.8,1204.05,560.55,547.45,1738.15,264.8,283.45,487.2,190.2,358.35,610.25,935.95,627.5,2431.75,27981.5,232.1,144.65,489.25,22.1,919.1,1325.95,65.65,1128.9,549.45,821.0
170,423.55,42.25,1521.5,856.85,271.7,236.0,1188.75,563.2,549.5,1687.35,260.95,266.1,479.45,192.1,348.55,601.4,935.9,619.75,2468.7,27891.2,228.3,146.25,478.4,22.5,891.1,1326.2,63.95,1092.85,518.3,790.35
171,433.4,40.75,1530.7,850.6,273.85,227.75,1193.75,585.2,538.1,1701.2,257.95,267.35,479.85,189.25,352.15,607.15,932.65,624.85,2491.85,28222.85,226.5,140.3,480.55,24.1,905.45,1353.35,59.9,1108.9,517.1,821.3
172,416.25,36.95,1533.2,832.7,261.85,230.15,1188.25,584.8,529.7,1660.7,253.1,250.1,470.25,189.95,341.25,603.65,906.2,684.15,2461.5,27954.4,222.25,144.05,468.5,22.75,871.4,1360.8,61.7,1062.0,512.45,791.25
173,433.45,38.05,1560.05,825.0,264.8,227.8,1189.9,590.25,530.75,1701.9,246.65,254.5,477.3,186.45,346.6,602.75,903.3,702.4,2490.35,28009.45,221.2,144.1,468.75,22.65,876.0,1371.45,58.9,1081.9,512.1,793.2
174,438.05,37.6,1588.65,824.45,259.6,231.5,1176.0,611.55,521.7,1706.35,249.6,257.85,469.15,187.75,339.2,601.15,913.7,757.35,2496.55,27649.8,223.6,145.45,457.4,22.95,890.6,1398.85,58.0,1102.45,522.0,783.4
175,438.4,38.25,1566.8,819.65,264.85,231.6,1169.9,620.1,527.15,1708.7,251.4,254.35,481.15,187.9,332.6,622.35,910.2,762.55,2520.4,27071.25,222.5,147.2,470.8,23.85,872.35,1410.7,58.55,1123.8,520.35,795.7
176,448.75,37.5,1570.25,875.6,267.25,239.05,1151.05,607.95,529.35,1739.15,252.4,242.3,480.5,188.85,337.5,618.3,911.35,753.45,2559.4,26404.05,232.65,150.5,484.95,23.1,847.6,1401.2,58.2,1124.35,507.8,774.35
177,436.5,38.2,1493.3,841.8,261.05,234.65,1150.45,616.1,512.15,1710.3,253.15,233.7,480.65,187.0,339.0,621.4,911.1,749.55,2507.75,26519.4,227.1,153.85,493.75,22.75,825.4,1416.5,58.05,1074.75,509.15,765.8
178,436.65,37.0,1446.75,807.3,257.6,229.05,1152.05,605.55,496.4,1715.3,249.7,239.25,469.8,182.9,321.15,615.0,897.2,761.95,2357.1,27453.65,224.95,157.3,474.35,22.7,795.5,1431.95,56.6,1109.55,503.05,749.25
179,428.25,37.45,1447.95,811.25,258.45,223.45,1126.7,593.75,495.2,1678.4,252.1,231.25,485.6,185.4,324.45,605.95,909.2,764.45,2306.15,26689.4,225.45,147.5,476.1,22.05,768.65,1429.9,55.45,1078.95,491.05,762.4
180,428.85,36.65,1451.55,810.1,254.85,227.0,1128.3,593.6,488.1,1677.85,250.35,228.15,492.3,184.15,321.15,592.15,903.9,770.0,2225.35,26923.6,223.35,146.9,478.6,21.75,752.2,1416.5,56.8,1049.7,472.1,753.65
181,428.75,36.75,1403.4,808.5,262.35,230.0,1153.0,592.8,470.65,1729.45,260.15,221.55,490.35,185.4,322.9,587.05,903.05,753.6,2157.95,28047.35,219.75,139.05,486.25,22.75,753.45,1455.6,56.35,1017.7,466.95,769.15
182,417.95,32.7,1390.0,767.9,249.5,222.9,1137.9,564.9,440.75,1628.9,246.85,191.75,477.15,183.75,309.65,581.15,829.2,735.15,2123.55,27811.75,211.75,132.6,466.45,19.25,708.55,1415.45,55.65,933.3,440.5,685.6
183,408.2,32.7,1309.55,779.85,252.0,218.8,1134.1,566.25,432.45,1604.95,242.35,222.55,475.95,179.7,303.1,580.1,807.0,705.0,2116.5,27537.95,204.85,126.45,462.35,20.15,739.65,1363.65,52.45,931.9,448.5,690.8
184,404.8,31.6,1294.3,763.05,248.25,212.15,1110.25,563.7,446.8,1662.15,241.5,230.2,467.2,180.75,296.65,564.25,809.8,720.7,2095.7,27579.25,203.35,118.45,452.6,19.35,720.95,1353.05,53.25,885.9,431.5,709.95
185,407.0,32.0,1331.85,789.75,261.1,225.45,1121.1,559.35,489.3,1641.65,247.35,235.8,476.25,179.45,335.75,569.25,818.45,717.45,2111.4,28010.45,204.2,114.2,460.3,19.1,723.25,1333.75,51.7,919.15,438.35,747.0
186,405.1,32.8,1397.8,809.65,269.75,238.35,1124.05,568.45,510.15,1662.15,250.8,242.25,478.2,187.75,326.6,612.65,839.6,733.3,2180.45,28198.0,209.85,123.75,461.85,19.35,730.15,1347.4,52.2,966.25,455.1,776.55
187,399.0,33.8,1416.5,800.1,270.8,245.2,1130.75,557.55,537.0,1639.4,246.65,245.1,475.4,194.65,324.2,621.4,824.45,717.2,2193.8,27747.95,208.25,126.05,462.45,19.55,742.95,1329.25,53.8,966.15,450.8,791.7
188,403.35,34.0,1425.6,848.55,274.9,246.8,1144.4,564.2,514.0,1643.8,249.45,251.3,467.55,196.2,328.25,621.65,845.0,722.4,2204.25,27901.4,213.05,148.6,465.0,20.05,759.75,1350.5,53.25,979.1,459.05,823.4
189,413.0,33.35,1421.25,839.1,274.0,238.1,1139.15,543.9,513.2,1669.95,247.6,261.25,460.1,198.2,328.95,616.15,840.45,723.6,2183.3,28027.6,212.5,139.0,466.9,19.75,772.15,1361.2,53.75,974.35,459.0,803.25
190,411.7,33.1,1408.0,825.05,272.75,229.3,1135.45,543.7,499.8,1677.05,246.5,281.3,475.05,197.8,326.1,605.85,842.1,701.6,2195.8,28340.45,214.3,142.45,475.9,18.7,807.4,1350.35,53.3,962.65,454.0,756.2
191,405.45,32.35,1391.75,815.75,261.3,222.2,1143.85,537.85,505.55,1675.25,247.4,274.0,465.7,197.9,319.75,611.1,849.9,713.2,2213.55,27328.15,211.45,143.4,468.3,18.3,790.15,1328.4,52.0,929.95,447.7,739.95
192,393.85,31.4,1350.35,803.65,254.55,219.65,1120.35,540.55,506.5,1642.7,246.15,282.9,456.85,195.05,318.2,600.4,844.2,691.55,2152.0,27089.5,209.8,137.5,463.8,17.85,763.8,1295.5,51.75,940.0,431.75,762.7
193,394.9,31.35,1323.85,806.4,264.7,222.65,1126.4,531.7,502.5,1638.75,242.4,281.95,453.05,191.7,313.55,603.45,850.0,697.8,2163.65,26916.4,210.95,146.4,465.15,17.65,748.7,1290.6,52.45,955.2,421.95,751.75
194,395.6,31.35,1356.45,795.25,262.15,220.6,1127.2,535.8,502.85,1596.45,246.35,280.75,447.55,190.1,314.0,597.25,842.85,726.15,2165.9,27365.75,211.0,153.6,466.1,17.3,757.25,1282.8,52.5,943.9,416.8,745.9
195,404.0,31.05,1350.3,795.55,262.95,219.6,1118.1,530.25,500.35,1600.35,240.6,277.2,427.45,193.8,313.8,589.65,816.95,740.7,2123.45,26868.5,206.75,155.5,466.15,17.55,737.05,1292.0,52.5,922.0,411.1,733.9
196,406.5,32.15,1374.45,814.15,268.85,221.8,1101.8,536.65,505.6,1633.4,245.85,280.0,429.9,188.25,315.15,595.65,820.3,811.9,2167.05,26724.4,210.05,146.3,458.4,18.75,748.55,1301.7,51.6,950.95,418.7,745.45
197,415.05,32.75,1425.1,817.3,268.45,222.8,1104.8,552.3,529.1,1674.95,247.05,273.2,433.0,193.65,325.75,590.1,820.8,801.85,2193.8,27185.95,210.8,159.95,463.2,19.05,761.0,1344.25,53.0,957.65,426.1,766.25
198,410.45,32.05,1403.75,815.75,264.65,221.85,1110.35,538.4,540.1,1656.8,246.85,263.25,426.95,198.2,332.1,586.5,808.45,802.7,2236.0,27154.65,209.1,159.9,457.05,18.75,751.3,1338.1,53.4,946.6,430.2,742.7
199,408.35,31.65,1397.75,822.25,274.55,219.0,1117.75,528.75,527.55,1640.25,248.7,258.65,429.55,201.4,329.4,589.65,795.95,815.1,2237.25,27437.75,207.4,155.6,457.5,18.95,737.45,1318.15,52.45,954.45,421.35,746.1
