,Symbol,Series,Date,Prev Close,Open Price,High Price,Low Price,Last Price,Close Price,Average Price,Total Traded Quantity,Turnover,No. of Trades,Deliverable Qty,% Dly Qt to Traded Qty,Rolling Mean,Bollinger High,Bollinger Low,Call,open_close_perc,high_low_perc,close_roll_mean,close_roll_std,Action,daily_return,cumulative_return
20,JETAIRWAYS,EQ,12-Jun-2017,527.95,524.0,538.6,524.0,534.8,534.8,533.72,2316549,1236378972.35,38546,322264,13.91,491.7607142857144,538.9683436979745,444.5530848734543,Hold Buy/Liquidate Short,-2.0610687022900676,2.7107315261789866,0.014741181306604734,0.009249972207288956,-1,0.012974713514537273,1.013838862559242
21,JETAIRWAYS,EQ,13-Jun-2017,534.8,535.1,539.95,528.3,529.1,530.3,534.91,1802366,964101900.45,23646,270187,14.99,496.4392857142858,545.0974999559411,447.7810714726305,Hold Buy/Liquidate Short,0.8970285927864077,2.1576071858505586,0.01303819455135935,0.012743418270861454,1,-0.008414360508601337,1.0053080568720383
22,JETAIRWAYS,EQ,14-Jun-2017,530.3,530.2,536.7,525.3,532.9,532.85,530.73,1522657,808124152.5,18512,299241,19.65,501.00357142857155,550.5342684260393,451.47287443110383,Hold Buy/Liquidate Short,-0.4998113919275702,2.1240916713247793,0.00921310821837551,0.011461123543755296,1,0.004808598906279604,1.0101421800947872
23,JETAIRWAYS,EQ,15-Jun-2017,532.85,536.8,547.0,532.95,533.5,534.3,540.32,2706366,1462299671.85,31823,270436,9.99,504.6392857142859,556.0408747135413,453.23769671503055,Hold Buy/Liquidate Short,0.46572280178837566,2.568555758683721,0.00555385507265771,0.009503685738822784,1,0.0027212161020924164,1.012890995260664
24,JETAIRWAYS,EQ,16-Jun-2017,534.3,539.45,545.4,536.2,540.0,540.65,541.06,1770157,957756585.4,24938,216143,12.21,509.357142857143,561.0059548494802,457.7083308648058,Hold Buy/Liquidate Short,-0.22244879043468938,1.6868353502016744,0.004794975395861778,0.008601739010469922,1,0.011884708965000934,1.024928909952607
25,JETAIRWAYS,EQ,19-Jun-2017,540.65,542.0,549.4,541.0,545.7,545.0,545.97,1457930,795983986.3,19677,190677,13.08,515.4535714285715,561.6936882817265,469.2134545754166,Hold Buy/Liquidate Short,-0.5535055350553505,1.5289406625409496,0.003809206835190526,0.007660958856467847,1,0.008045870711181013,1.0331753554502374
26,JETAIRWAYS,EQ,20-Jun-2017,545.0,548.2,555.8,545.5,549.0,549.35,550.41,1958913,1078209278.85,24094,239044,12.2,520.557142857143,564.6655034311599,476.4487822831262,Hold Buy/Liquidate Short,-0.2097774534841257,1.85318459877653,0.0070884092121401565,0.0034996076957336674,1,0.007981651376146814,1.0414218009478677
27,JETAIRWAYS,EQ,21-Jun-2017,549.35,556.0,571.8,553.15,567.0,565.65,564.95,4328418,2445354647.5,50121,618828,14.3,526.3535714285716,571.36945690309,481.33768595405314,Hold Buy/Liquidate Short,-1.7356115107913628,3.261629940538646,0.012060975405217533,0.010370055815319395,1,0.029671429871666488,1.072322274881517
28,JETAIRWAYS,EQ,22-Jun-2017,565.65,570.8,576.0,565.55,568.0,568.45,572.28,2207590,1263366680.35,35713,290296,13.15,532.3250000000002,575.7770026979375,488.8729973020628,Hold Buy/Liquidate Short,0.4117028731604606,1.814236111111119,0.012506743676003884,0.009905714688186401,-1,0.004950057456024171,1.0776303317535552
29,JETAIRWAYS,EQ,23-Jun-2017,568.45,572.0,572.85,549.5,559.95,558.55,560.09,1972589,1104819779.65,25870,212648,10.78,536.7107142857145,577.1598690467122,496.26155952471686,Hold Buy/Liquidate Short,2.3513986013986092,4.076110674696696,0.0066466459326122605,0.0167014931012146,-1,-0.017415779751957183,1.0588625592417067
30,JETAIRWAYS,EQ,27-Jun-2017,558.55,560.0,562.45,547.65,553.2,552.3,553.03,970063,536471328.9,13910,138865,14.32,540.6464285714288,574.7616510768358,506.5312060660218,Hold Buy/Liquidate Short,1.3750000000000082,2.631345008445207,0.0027995342735915195,0.01842508554923773,1,-0.011189687583922692,1.047014218009479
31,JETAIRWAYS,EQ,28-Jun-2017,552.3,549.3,572.5,544.4,571.8,569.35,561.02,2742480,1538596694.75,34619,454812,16.58,544.9500000000002,577.0648659561994,512.835134043801,Hold Buy/Liquidate Short,-3.65010012743493,4.908296943231445,0.007377384697257727,0.022440471083236758,1,0.030870903494477853,1.0793364928909959
32,JETAIRWAYS,EQ,29-Jun-2017,569.35,573.05,577.85,566.2,568.8,569.4,571.15,1981170,1131536128.0,25918,216605,10.93,548.4928571428574,579.5832429222605,517.4024713634542,Hold Buy/Liquidate Short,0.6369426751592318,2.0160941420783898,0.0014606626115693411,0.018677354469438422,-1,8.781944322455715e-05,1.0794312796208536
33,JETAIRWAYS,EQ,30-Jun-2017,569.4,566.4,567.0,552.4,562.05,564.05,560.25,1459570,817720467.3,16370,132403,9.07,551.0714285714288,580.7798504357817,521.3630067070759,Hold Buy/Liquidate Short,0.4149011299435069,2.5749559082892457,-0.0014085199368887523,0.019104327663593927,1,-0.009395855286266297,1.0692890995260669
34,JETAIRWAYS,EQ,03-Jul-2017,564.05,566.0,589.2,553.15,583.45,582.9,571.54,2780579,1589224927.9,31802,220889,7.94,554.5071428571431,587.0952921222902,521.918993591996,Hold Buy/Liquidate Short,-2.9858657243816213,6.118465716225401,0.008758440640752041,0.02179329767783743,-1,0.033419023136246784,1.105023696682465
35,JETAIRWAYS,EQ,04-Jul-2017,582.9,585.05,588.0,573.65,576.5,577.5,580.48,2228908,1293826859.4,27053,165896,7.44,557.8785714285716,589.4283541728129,526.3287886843303,Hold Buy/Liquidate Short,1.2904879924792676,2.4404761904761942,0.00914357321672341,0.02136545749937889,1,-0.009264024704065843,1.0947867298578204
36,JETAIRWAYS,EQ,05-Jul-2017,577.5,578.9,584.0,571.1,582.0,582.05,577.53,1548300,894189931.55,18279,117603,7.6,561.3928571428572,591.8758374419048,530.9098768438097,Hold Buy/Liquidate Short,-0.5441354292623903,2.2089041095890374,0.004545150093585404,0.01767573493158377,1,0.007878787878787818,1.103412322274882
37,JETAIRWAYS,EQ,06-Jul-2017,582.05,583.0,596.7,581.0,592.45,591.95,590.35,2659254,1569879031.55,33873,307849,11.58,565.5107142857145,595.8029366581943,535.2184919132346,Hold Buy/Liquidate Short,-1.5351629502572977,2.63113792525558,0.007929355812362582,0.018220442843494545,-1,0.017008848037110447,1.1221800947867306
38,JETAIRWAYS,EQ,07-Jul-2017,591.95,594.3,598.0,585.35,588.8,590.7,590.87,1622824,958878955.85,20345,178970,11.03,569.0857142857145,598.541167707174,539.630260864255,Hold Buy/Liquidate Short,0.6057546693588943,2.115384615384612,0.009386193902304418,0.01671814448145082,1,-0.0021116648365571145,1.119810426540285
39,JETAIRWAYS,EQ,10-Jul-2017,590.7,602.0,607.7,589.05,607.0,605.95,601.94,835908,503170520.6,10121,120619,14.43,573.4392857142859,605.464664558414,541.4139068701578,Hold Buy/Liquidate Short,-0.6561461794020009,3.0689484943228713,0.007865754773616108,0.01413166288063691,-1,0.025816827492805228,1.1487203791469203
40,JETAIRWAYS,EQ,11-Jul-2017,605.95,615.45,624.0,603.0,604.6,605.1,614.39,3299965,2027475871.75,43606,294094,8.91,577.4214285714288,610.3940679115693,544.4487892312883,Hold Buy/Liquidate Short,1.6816963197660284,3.3653846153846154,0.009438008513835161,0.012030498961300505,1,-0.0014027560029705732,1.1471090047393373
41,JETAIRWAYS,EQ,12-Jul-2017,605.1,605.1,611.95,596.2,608.15,609.7,605.46,1728744,1046678881.2,25516,161963,9.37,580.5678571428574,616.934041924938,544.2016723607768,Hold Buy/Liquidate Short,-0.760204924805821,2.5737396846147558,0.009382660787689234,0.01204009843828423,1,0.007602049248058185,1.1558293838862568
42,JETAIRWAYS,EQ,13-Jul-2017,609.7,611.0,617.75,606.7,615.1,614.75,611.88,1540588,942648842.45,21265,262288,17.03,583.8750000000003,623.7462495222009,544.0037504777998,Hold Buy/Liquidate Short,-0.613747954173486,1.788749494131923,0.007637443583088199,0.011265855621156977,1,0.008282762014105272,1.1654028436018966
43,JETAIRWAYS,EQ,14-Jul-2017,614.75,617.5,621.8,607.1,616.5,617.05,614.74,1492805,917688175.0,20390,164157,11.0,588.0535714285718,628.7451215679716,547.3620212891719,Hold Buy/Liquidate Short,0.07287449392713287,2.3641042135734853,0.008808048205543973,0.010258664646784205,-1,0.003741358275721751,1.1697630331753561
44,JETAIRWAYS,EQ,17-Jul-2017,617.05,616.5,621.95,608.0,608.95,611.4,616.52,1263636,779052534.15,17892,208934,16.53,592.2750000000004,629.0638308719256,555.4861691280753,Hold Buy/Liquidate Short,0.8272506082725098,2.242945574403094,0.0018133886465340199,0.00724154406847017,-1,-0.009156470302244535,1.1590521327014225
45,JETAIRWAYS,EQ,18-Jul-2017,611.4,607.0,615.9,603.3,606.0,605.35,609.38,1164357,709539353.05,14460,96323,8.27,594.846428571429,629.7151375829754,559.9777195598825,Hold Buy/Liquidate Short,0.27182866556836527,2.0457866536775486,0.00011487540486450065,0.008973369341668674,1,-0.00989532221131817,1.1475829383886265
46,JETAIRWAYS,EQ,19-Jul-2017,605.35,609.35,613.95,605.1,609.25,609.7,609.24,816229,497280600.65,11584,102268,12.53,597.7250000000005,630.1098908265293,565.3401091734717,Hold Buy/Liquidate Short,-0.05743825387708587,1.4414854629855887,3.165065478207829e-05,0.008888092804832885,-1,0.007185925497646073,1.1558293838862568
47,JETAIRWAYS,EQ,20-Jul-2017,609.7,608.9,609.0,590.3,590.8,591.9,598.27,1186503,709843841.8,17073,210507,17.74,599.7142857142862,626.0439247188364,573.3846467097361,Hold Buy/Liquidate Short,2.7919198554770897,3.0706075533661816,-0.00746383893025977,0.014328109301565486,1,-0.029194685911103968,1.1220853080568727
48,JETAIRWAYS,EQ,21-Jul-2017,591.9,590.0,601.9,580.0,592.8,597.15,589.87,1459221,860754385.3,23258,152708,10.47,600.7321428571433,625.3048796930034,576.1594060212833,Hold Buy/Liquidate Short,-1.2118644067796571,3.6384781525170258,-0.006438162283326077,0.015468905967265039,1,0.008869741510390217,1.1320379146919437
49,JETAIRWAYS,EQ,24-Jul-2017,597.15,590.0,605.8,590.0,597.55,598.55,599.67,1177712,706238996.45,17612,114029,9.68,602.2357142857147,622.9594809678251,581.5119476036043,Hold Buy/Liquidate Short,-1.4491525423728735,2.6081214922416565,-0.004137974310124947,0.01581486094952948,-1,0.002344469563761109,1.1346919431279627
50,JETAIRWAYS,EQ,25-Jul-2017,598.55,599.8,601.0,584.0,586.25,587.4,592.64,1076403,637915821.4,16736,201189,18.69,602.6178571428576,621.8842730062148,583.3514412795004,Hold Buy/Liquidate Short,2.0673557852617503,2.828618968386023,-0.005884580237922288,0.017044134859815433,-1,-0.01862835185030487,1.113554502369669
51,JETAIRWAYS,EQ,26-Jul-2017,587.4,585.0,593.5,582.1,585.3,584.9,587.8,963499,566342661.6,15908,94825,9.84,602.1142857142861,622.8911377958124,581.3374336327598,Hold Buy/Liquidate Short,0.01709401709402098,1.920808761583821,-0.008172974053828752,0.015553459523940608,-1,-0.0042560435818862485,1.108815165876778
52,JETAIRWAYS,EQ,27-Jul-2017,584.9,587.6,587.8,571.5,572.7,573.55,580.1,1064637,617592427.55,15818,121045,11.37,600.8892857142861,626.1118390704045,575.6667323581677,Buy,2.391082368958487,2.7730520585232994,-0.006215042171659246,0.012576958685671517,1,-0.01940502650025644,1.0872985781990527
53,JETAIRWAYS,EQ,28-Jul-2017,573.55,572.0,599.75,568.4,597.05,596.25,588.23,2347037,1380597695.45,29907,311635,13.28,600.1964285714288,625.3529681489725,575.039888993885,Hold Buy/Liquidate Short,-4.23951048951049,5.2271779908295155,-7.337718806035287e-05,0.024049830622021647,1,0.039578066428384684,1.130331753554503
54,JETAIRWAYS,EQ,31-Jul-2017,596.25,598.75,603.7,592.1,596.0,596.7,598.08,1119540,669579183.6,15270,87555,7.82,599.5964285714289,624.6496477499862,574.5432093928715,Hold Buy/Liquidate Short,0.34237995824633893,1.921484180884549,-0.00039132770458614183,0.024020364829528934,-1,0.0007547169811321641,1.1311848341232236
55,JETAIRWAYS,EQ,01-Aug-2017,596.7,602.1,607.0,592.2,592.75,595.5,599.46,1257476,753809769.5,17555,123407,9.81,598.5821428571431,623.0154305902869,574.1488551239994,Hold Buy/Liquidate Short,1.0961634280019967,2.438220757825363,0.002932130498556762,0.021924411735297474,-1,-0.0020110608345903502,1.1289099526066357
56,JETAIRWAYS,EQ,02-Aug-2017,595.5,597.0,601.0,588.45,590.75,591.35,594.91,907780,540050345.5,17318,105807,11.66,596.9107142857146,619.7276843053986,574.0937442660305,Hold Buy/Liquidate Short,0.9463986599664954,2.0881863560732037,0.002389552481096913,0.022178867138975124,-1,-0.006968933669185495,1.1210426540284368
57,JETAIRWAYS,EQ,03-Aug-2017,591.35,592.9,599.0,584.05,584.75,588.15,592.05,1121303,663871926.65,16539,189295,16.88,594.8464285714289,614.8733129746788,574.8195441681789,Hold Buy/Liquidate Short,0.8011469050430089,2.4958263772955,0.005188288397534424,0.0194569674865131,1,-0.005411346918068882,1.1149763033175362
58,JETAIRWAYS,EQ,04-Aug-2017,588.15,589.0,614.0,584.05,614.0,609.4,599.93,1421406,852743935.35,27201,223860,15.75,594.7035714285718,614.2444345024066,575.1627083547369,Hold Buy/Liquidate Short,-3.4634974533106924,4.877850162866457,0.004498722888785145,0.01793505156854772,1,0.03613023888463829,1.1552606635071097
59,JETAIRWAYS,EQ,07-Aug-2017,609.4,615.0,637.35,610.1,633.5,633.9,624.18,2693245,1681063466.7,37553,336083,12.48,596.7428571428574,625.0586004437378,568.427113841977,Hold Buy/Liquidate Short,-3.073170731707313,4.275515807641014,0.012388475258886245,0.023644425101175575,-1,0.04020347883163766,1.2017061611374416
60,JETAIRWAYS,EQ,08-Aug-2017,633.9,630.15,646.0,626.1,631.25,630.2,636.81,2991187,1904829240.45,37052,197588,6.61,598.2071428571431,631.1512180135674,565.2630677007189,Hold Buy/Liquidate Short,-0.007934618741580293,3.080495356037148,0.011623310867987647,0.024280264655704768,-1,-0.005836882789083342,1.194691943127963
61,JETAIRWAYS,EQ,09-Aug-2017,630.2,628.9,636.75,609.1,612.6,613.7,625.47,1480023,925712415.4,23967,140666,9.5,599.7642857142861,633.4760373419045,566.0525340866676,Hold Buy/Liquidate Short,2.4169184290030103,4.3423635649784025,0.007780664723373465,0.02901670968064588,-1,-0.026182164392256402,1.1634123222748824
62,JETAIRWAYS,EQ,10-Aug-2017,613.7,615.0,615.0,550.3,562.0,560.3,576.02,3028441,1744432917.5,38516,440906,14.56,597.1321428571431,636.9284242285105,557.3358614857757,Hold Buy/Liquidate Short,8.894308943089438,10.52032520325204,-0.008539705619263404,0.05207675268463639,-1,-0.08701319863125323,1.0621800947867304
63,JETAIRWAYS,EQ,11-Aug-2017,560.3,546.9,575.4,517.0,555.25,557.3,555.38,2382960,1323443486.35,28586,259213,10.88,594.1857142857145,639.28463851937,549.0867900520591,Hold Buy/Liquidate Short,-1.9016273541780906,10.149461244351752,-0.016836608295352228,0.0461478676107719,1,-0.005354274495805833,1.0564928909952613
64,JETAIRWAYS,EQ,14-Aug-2017,557.3,562.8,571.5,558.65,564.05,564.7,565.9,1381147,781585885.8,15682,96071,6.96,592.564285714286,640.2709926862613,544.8575787423108,Hold Buy/Liquidate Short,-0.33759772565744334,2.248468941382331,-0.02222164283792234,0.03881638277093286,1,0.013278306118787109,1.0705213270142186
65,JETAIRWAYS,EQ,16-Aug-2017,564.7,568.0,592.0,560.8,585.55,587.05,582.56,2490425,1450827196.55,30165,166857,6.7,592.7178571428575,640.3320374343966,545.1036768513184,Hold Buy/Liquidate Short,-3.353873239436612,5.270270270270278,-0.01313855882481969,0.04786735868533284,1,0.039578537276429904,1.1128909952606643
66,JETAIRWAYS,EQ,17-Aug-2017,587.05,591.95,602.95,586.5,591.55,591.2,595.88,1407443,838668437.2,19258,118886,8.45,593.9785714285719,640.3242743127034,547.6328685444403,Hold Buy/Liquidate Short,0.1266998901934285,2.72825275727673,-0.006488277040823687,0.04791196234017317,-1,0.007069244527723617,1.1207582938388636
67,JETAIRWAYS,EQ,18-Aug-2017,591.2,588.8,590.9,568.95,579.0,580.25,579.81,1397501,810291883.9,19834,79244,5.67,592.8357142857147,639.7260352251392,545.9453933462903,Hold Buy/Liquidate Short,1.452105978260862,3.7146725334235797,0.007210032509513553,0.02182054769740274,-1,-0.01852165087956703,1.100000000000001
68,JETAIRWAYS,EQ,21-Aug-2017,580.25,578.25,578.25,553.7,562.4,559.85,563.66,1699952,958199537.4,23202,225822,13.28,590.2035714285719,640.1940699763455,540.2130728807982,Hold Buy/Liquidate Short,3.1820146995244234,4.24556852572416,0.0012494354483128189,0.029000117533803695,-1,-0.035157259801809504,1.0613270142180105
69,JETAIRWAYS,EQ,22-Aug-2017,559.85,563.0,568.6,546.35,559.9,556.75,558.07,1571820,877180895.75,22572,95526,6.08,587.4357142857147,640.3674472220957,534.5039813493336,Hold Buy/Liquidate Short,1.1101243339253997,3.9131199437214206,-0.0025136652681658767,0.028260340096856802,1,-0.005537197463606369,1.0554502369668255
70,JETAIRWAYS,EQ,23-Aug-2017,556.75,560.0,578.2,557.2,572.8,574.4,568.8,1461328,831210600.3,22093,110877,7.59,586.2250000000004,639.5450315944282,532.9049684055725,Hold Buy/Liquidate Short,-2.571428571428567,3.631961259079903,-0.004089004515099815,0.02540239249477652,-1,0.031701841041760215,1.088909952606636
71,JETAIRWAYS,EQ,24-Aug-2017,574.4,570.25,576.25,566.1,574.1,574.25,571.29,1351241,771949994.3,20082,70107,5.19,585.2321428571432,638.9141926738881,531.5500930403983,Hold Buy/Liquidate Short,-0.7014467338886453,1.7613882863340524,-0.005555081832900788,0.024801841028387117,1,-0.00026114206128124984,1.0886255924170627
72,JETAIRWAYS,EQ,28-Aug-2017,574.25,574.2,584.9,570.65,573.05,574.6,578.59,1095329,633742599.7,15134,90460,8.26,582.746428571429,634.806105338145,530.6867518047129,Hold Buy/Liquidate Short,-0.0696621386276519,2.4363138998119336,-0.001728853528994345,0.02375497421253455,-1,0.0006094906399651823,1.0892890995260673
73,JETAIRWAYS,EQ,29-Aug-2017,574.6,569.5,572.35,543.8,545.5,545.7,555.86,2651717,1473973353.1,39079,373668,14.09,576.4464285714291,622.8833910422505,530.0094661006077,Hold Buy/Liquidate Short,4.179104477611932,4.988206516991363,-0.004756573166265566,0.029379650034249517,1,-0.050295857988165604,1.0345023696682474
74,JETAIRWAYS,EQ,30-Aug-2017,545.7,546.05,564.65,546.05,559.05,560.5,556.11,2409777,1340089930.35,33649,193460,8.03,571.4678571428577,606.664483011362,536.2712312743535,Hold Buy/Liquidate Short,-2.6462778133870613,3.2940759762684886,0.0017750920915280855,0.032614876204402406,1,0.027121128825361884,1.0625592417061622
75,JETAIRWAYS,EQ,31-Aug-2017,560.5,563.35,582.6,556.4,579.0,578.5,569.09,2562094,1458052095.2,32049,301373,11.76,568.9535714285719,594.9920182771399,542.9151245800039,Hold Buy/Liquidate Short,-2.6892695482382134,4.497082046000695,0.0018575606360752505,0.03270984857355775,-1,0.03211418376449604,1.0966824644549773
76,JETAIRWAYS,EQ,01-Sep-2017,578.5,579.0,584.95,572.0,577.4,578.35,578.88,1396558,808442799.95,16588,101850,7.29,570.2428571428576,596.2229636489119,544.2627506368033,Hold Buy/Liquidate Short,0.11226252158894254,2.213864432857517,0.0018579307942260704,0.03270981861387314,-1,-0.00025929127052715106,1.096398104265404
77,JETAIRWAYS,EQ,04-Sep-2017,578.35,575.6,576.15,559.6,568.6,569.8,567.76,1370547,778142459.5,17150,67818,4.95,571.1357142857147,596.0364843872264,546.234944184203,Hold Buy/Liquidate Short,1.0076441973592891,2.872515837889431,-0.001220654460939108,0.03356976680357258,1,-0.014783435635860709,1.0801895734597167
78,JETAIRWAYS,EQ,05-Sep-2017,569.8,571.0,582.8,569.1,577.0,576.65,577.7,1183092,683477664.8,16380,91883,7.77,571.9892857142862,596.7586581969875,547.2199132315849,Hold Buy/Liquidate Short,-0.989492119089313,2.3507206588881147,0.011242869541046408,0.019352040030105596,1,0.012021762021761973,1.0931753554502381
79,JETAIRWAYS,EQ,06-Sep-2017,576.65,576.9,584.9,571.0,581.0,580.6,580.63,1335688,775541455.15,16499,95272,7.13,571.5285714285718,595.3115231210927,547.7456197360509,Hold Buy/Liquidate Short,-0.6413589876928489,2.3764746110446193,0.007188625567355289,0.01719738589953457,-1,0.006849908956906292,1.1006635071090058
80,JETAIRWAYS,EQ,07-Sep-2017,580.6,590.0,597.55,574.05,576.0,578.8,587.75,2225924,1308285319.35,23876,483186,21.71,570.6428571428576,592.0776906601042,549.208023625611,Hold Buy/Liquidate Short,1.8983050847457703,3.932725294954397,0.00014574058848293436,0.010241661357612416,-1,-0.003100241129865733,1.0972511848341242
